Subsystem,File,Symbol,Type,Parameters,Returns,Description
backend,backend/manage.py,main,function,,,Run administrative tasks.
backend,backend/notes/models.py,Meta,class,,instance,
backend,backend/notes/models.py,Note,class,,instance,Reflects existing 'notes' table.
backend,backend/notes/views.py,delete_note_by_topic,function,request; topicId,,DELETE /api/notes/:topicId — delete topic note from dashboard (auth required).
backend,backend/notes/views.py,note_detail,function,request; userId,,"GET    /api/notes/:userId — get note for user (no auth, legacy)"
backend,backend/notes/views.py,save_note,function,request,,"GET  /api/notes — get dashboard notes (auth required, checked manually)"
backend,backend/rag/api_views.py,RagChatView,class,,instance,POST /api/rag/chat/
backend,backend/rag/api_views.py,_authenticate,function,request,,
backend,backend/rag/api_views.py,_sse,function,data: dict,str,
backend,backend/rag/api_views.py,event_stream,function,,,
backend,backend/rag/api_views.py,post,function,request; *args; **kwargs,,
backend,backend/rag/embeddings.py,get_embedding,function,text: str,List[float],
backend,backend/rag/html_utils.py,html_to_text,function,html: str,str,
backend,backend/rag/llm.py,_build_context_text,function,context_sections: List[Dict],str,
backend,backend/rag/llm.py,stream_chat,function,user_query: str; context_sections: List[Dict]; chat_history: List[Dict],Iterator[str],Stream response tokens from Ollama chat API.
backend,backend/rag/management/commands/generate_embeddings.py,Command,class,,instance,
backend,backend/rag/management/commands/generate_embeddings.py,add_arguments,function,parser,,
backend,backend/rag/management/commands/generate_embeddings.py,handle,function,*args; **options,,
backend,backend/rag/pipeline.py,_assemble_context,function,chroma_results: Dict,List[Dict],
backend,backend/rag/pipeline.py,rag_stream,function,user_query: str; chat_history: List[Dict]; doc_pk: Optional[int],Iterator[Dict],Full RAG pipeline. Yields dicts that api_views.py formats as SSE events.
backend,backend/rag/vector_store.py,_dir,function,,Path,
backend,backend/rag/vector_store.py,_get_cache,function,,"Tuple[Optional[np.ndarray], List[Dict]]",
backend,backend/rag/vector_store.py,_load_from_disk,function,,"Tuple[Optional[np.ndarray], List[Dict]]",
backend,backend/rag/vector_store.py,_normalise,function,v: np.ndarray,np.ndarray,
backend,backend/rag/vector_store.py,_save_to_disk,function,entries: List[Dict]; vectors: np.ndarray,None,
backend,backend/rag/vector_store.py,delete_blocks_for_document,function,doc_pk: int,None,Remove all embeddings that belong to a given document.
backend,backend/rag/vector_store.py,similarity_search,function,query_embedding: List[float]; top_k: int; doc_pk: Optional[int],Dict,Return top_k most similar blocks to query_embedding.
backend,backend/rag/vector_store.py,upsert_blocks,function,ids: List[str]; embeddings: List[List[float]]; documents: List[str]; metadatas: List[Dict],None,Insert or replace content block embeddings. Existing entries with matching
backend,backend/search/models.py,Meta,class,,instance,
backend,backend/search/models.py,RecentSearch,class,,instance,Reflects existing 'recent_searches' table.
backend,backend/search/views.py,add_search,function,request,,POST /api/search — record a new search term (no auth).
backend,backend/search/views.py,get_recent_searches,function,request; userId,,GET /api/search/:userId — returns up to 50 recent searches (no auth).
backend,backend/topic_notes/models.py,Meta,class,,instance,
backend,backend/topic_notes/models.py,TopicNote,class,,instance,Model for topic-specific notes.
backend,backend/topic_notes/views.py,_get_all_topic_notes,function,request,,
backend,backend/topic_notes/views.py,_save_topic_note,function,request,,
backend,backend/topic_notes/views.py,topic_note_detail,function,request; topicId,,GET    /api/topic-notes/:topicId — get note for a specific topic
backend,backend/topic_notes/views.py,topic_notes_list,function,request,,GET  /api/topic-notes — get all topic notes for authenticated user
frontend,frontend/src/app/App.tsx,App,component,,JSX.Element,React component rendering App UI
frontend,frontend/src/app/App.tsx,handleBookmarks,function,,,Event handler for Bookmarks action
frontend,frontend/src/app/App.tsx,handleDashboard,function,,,Event handler for Dashboard action
frontend,frontend/src/app/App.tsx,handleDeleteBookmark,function,id: string,,Event handler for DeleteBookmark action
frontend,frontend/src/app/App.tsx,handleDeleteNote,function,id: string,,Event handler for DeleteNote action
frontend,frontend/src/app/App.tsx,handleDocumentCardClick,function,docId: string,,Event handler for DocumentCardClick action
frontend,frontend/src/app/App.tsx,handleEditNote,function,id: string,,Event handler for EditNote action
frontend,frontend/src/app/App.tsx,handleHelp,function,,,Event handler for Help action
frontend,frontend/src/app/App.tsx,handleHistoryNext,function,,,Event handler for HistoryNext action
frontend,frontend/src/app/App.tsx,handleHistoryPrev,function,,,Event handler for HistoryPrev action
frontend,frontend/src/app/App.tsx,handleHome,function,,,Event handler for Home action
frontend,frontend/src/app/App.tsx,handleLogicalNext,function,,,Event handler for LogicalNext action
frontend,frontend/src/app/App.tsx,handleLogicalPrev,function,,,Event handler for LogicalPrev action
frontend,frontend/src/app/App.tsx,handleLogout,function,,,Event handler for Logout action
frontend,frontend/src/app/App.tsx,handleNotes,function,,,Event handler for Notes action
frontend,frontend/src/app/App.tsx,handleSaveNote,function,content: string,,Event handler for SaveNote action
frontend,frontend/src/app/App.tsx,handleSearch,function,"query: string, mode: string = ""text""",Promise<SearchResult[]>,Event handler for Search action
frontend,frontend/src/app/App.tsx,handleViewBookmarksFromDashboard,function,,,Event handler for ViewBookmarksFromDashboard action
frontend,frontend/src/app/App.tsx,handleViewNotesFromDashboard,function,,,Event handler for ViewNotesFromDashboard action
frontend,frontend/src/app/App.tsx,loadInitialData,function,,,Function: loadInitialData
frontend,frontend/src/app/LoginPage.tsx,LoginPage,component,,JSX.Element,React component rendering LoginPage UI
frontend,frontend/src/app/LoginPage.tsx,handleSubmit,function,e: FormEvent,,Event handler for Submit action
frontend,frontend/src/app/PrivateRoute.tsx,AdminRoute,component,{ children }: { children: ReactNode },JSX.Element,React component rendering AdminRoute UI
frontend,frontend/src/app/PrivateRoute.tsx,PrivateRoute,component,{ children }: { children: ReactNode },JSX.Element,React component rendering PrivateRoute UI
frontend,frontend/src/app/components/AbbreviationsDialog.tsx,AbbreviationsDialog,component,"{ open, onClose }: AbbreviationsDialogProps",JSX.Element,React component rendering AbbreviationsDialog UI
frontend,frontend/src/app/components/AbbreviationsDialog.tsx,AbbreviationsDialogProps,interface,open: boolean; onClose:,TypeScript interface,Interface defining shape of AbbreviationsDialogProps objects
frontend,frontend/src/app/components/BookmarksDialog.tsx,BookmarksDialog,component,"{ isOpen, onClose, bookmarks, onDeleteBookmark, }: BookmarksDialogProps",JSX.Element,React component rendering BookmarksDialog UI
frontend,frontend/src/app/components/BookmarksDialog.tsx,BookmarksDialogProps,interface,isOpen: boolean; onClose: ; bookmarks: Array<; id: string; title: string; path: string; date: string,TypeScript interface,Interface defining shape of BookmarksDialogProps objects
frontend,frontend/src/app/components/ChatPanel.tsx,ChatPanel,component,"{ currentDocPk, currentDocTitle, onNavigateToNode, }: ChatPanelProps",JSX.Element,React component rendering ChatPanel UI
frontend,frontend/src/app/components/ChatPanel.tsx,ChatPanelProps,interface,currentDocPk: number | null; currentDocTitle: string; onNavigateToNode: ; nodePk: number,TypeScript interface,Interface defining shape of ChatPanelProps objects
frontend,frontend/src/app/components/ChatPanel.tsx,DisplayMessage,interface,id: string; role: ; content: string; sources: SourceCitation[]; isStreaming: boolean,TypeScript interface,Interface defining shape of DisplayMessage objects
frontend,frontend/src/app/components/ChatPanel.tsx,MessageBubble,component,"{ message, onNavigateToNode }: MessageBubbleProps",JSX.Element,React component rendering MessageBubble UI
frontend,frontend/src/app/components/ChatPanel.tsx,MessageBubbleProps,interface,message: DisplayMessage; onNavigateToNode: ; nodePk: number,TypeScript interface,Interface defining shape of MessageBubbleProps objects
frontend,frontend/src/app/components/ChatPanel.tsx,handleClear,function,,,Event handler for Clear action
frontend,frontend/src/app/components/ChatPanel.tsx,handleKeyDown,function,e: React.KeyboardEvent<HTMLTextAreaElement>,,Event handler for KeyDown action
frontend,frontend/src/app/components/ContentArea.tsx,ContentArea,component,"{ blocks, topicId, onNavigateWithAnchor, onSearchResultClick, onHotspotClick, pendingAnchor, pendingSearchQuery, pendingMediaXmlId }: ContentAreaProps",JSX.Element,React component rendering ContentArea UI
frontend,frontend/src/app/components/ContentArea.tsx,ContentAreaProps,interface,"blocks: ContentBlock[]; topicId: number; onNavigateWithAnchor: ; nodeId: number, anchorId; onSearchResultClick: ; nodeId: number; onHotspotClick: ; nodeId: number, sourceMediaXmlId?",TypeScript interface,Interface defining shape of ContentAreaProps objects
frontend,frontend/src/app/components/ContentArea.tsx,handleCloseLocalSearch,function,,,Event handler for CloseLocalSearch action
frontend,frontend/src/app/components/ContentArea.tsx,handleKeyDown,function,e: KeyboardEvent,,Event handler for KeyDown action
frontend,frontend/src/app/components/ContentArea.tsx,handleLocalNext,function,,,Event handler for LocalNext action
frontend,frontend/src/app/components/ContentArea.tsx,handleLocalPrev,function,,,Event handler for LocalPrev action
frontend,frontend/src/app/components/ContentArea.tsx,handleLocalSearchChange,function,query: string,,Event handler for LocalSearchChange action
frontend,frontend/src/app/components/ContentArea.tsx,highlightActiveMatch,function,index: number,,Function: highlightActiveMatch
frontend,frontend/src/app/components/ContentArea.tsx,navigateWithAnchor,function,"nodeId: number, anchorId: string",,Function: navigateWithAnchor
frontend,frontend/src/app/components/Dashboard.tsx,Dashboard,component,"{ isOpen, onClose, username, bookmarks, notes, onDeleteBookmark, onDeleteNote, onEditNote, onViewBookmarks, onViewNotes, }: DashboardProps",JSX.Element,React component rendering Dashboard UI
frontend,frontend/src/app/components/Dashboard.tsx,DashboardProps,interface,isOpen: boolean; onClose: ; username: string; bookmarks: Array<; id: string; title: string; path: string; date: string,TypeScript interface,Interface defining shape of DashboardProps objects
frontend,frontend/src/app/components/DocumentIndexPage.tsx,DocumentIndexPage,component,"{ docId, mode, onNavigate }: DocumentIndexPageProps",JSX.Element,React component rendering DocumentIndexPage UI
frontend,frontend/src/app/components/DocumentIndexPage.tsx,DocumentIndexPageProps,interface,"docId: string; mode: ; onNavigate: ; nodeId: number, anchorId",TypeScript interface,Interface defining shape of DocumentIndexPageProps objects
frontend,frontend/src/app/components/Header.tsx,BreadcrumbEntry,interface,id: number; title: string,TypeScript interface,Interface defining shape of BreadcrumbEntry objects
frontend,frontend/src/app/components/Header.tsx,Header,component,"{ breadcrumbs, onLogicalPrev, onLogicalNext, onHistoryPrev, onHistoryNext, canGoBack, canGoForward, canLogicalPrev, canLogicalNext, onBreadcrumbClick, onSearch, onSearchResultClick, onClearSearch, }:",JSX.Element,React component rendering Header UI
frontend,frontend/src/app/components/Header.tsx,HeaderProps,interface,breadcrumbs: BreadcrumbEntry[]; onLogicalPrev: ; onLogicalNext: ; onHistoryPrev: ; onHistoryNext: ; canGoBack: boolean; canGoForward: boolean; canLogicalPrev: boolean,TypeScript interface,Interface defining shape of HeaderProps objects
frontend,frontend/src/app/components/Header.tsx,clearSearch,function,,,Function: clearSearch
frontend,frontend/src/app/components/Header.tsx,handleClickOutside,function,event: MouseEvent,,Event handler for ClickOutside action
frontend,frontend/src/app/components/Header.tsx,handleSearch,function,,,Event handler for Search action
frontend,frontend/src/app/components/HelpDialog.tsx,HelpDialog,component,"{ isOpen, onClose }: HelpDialogProps",JSX.Element,React component rendering HelpDialog UI
frontend,frontend/src/app/components/HelpDialog.tsx,HelpDialogProps,interface,isOpen: boolean; onClose:,TypeScript interface,Interface defining shape of HelpDialogProps objects
frontend,frontend/src/app/components/HomeScreen.tsx,DemoItem,type_alias,typeof DEMO_ITEMS[number],TypeScript type,Type alias for DemoItem
frontend,frontend/src/app/components/HomeScreen.tsx,HomeScreen,component,"{ documents, onDocumentClick, onSearch, onSearchResultClick, }: HomeScreenProps",JSX.Element,React component rendering HomeScreen UI
frontend,frontend/src/app/components/HomeScreen.tsx,HomeScreenProps,interface,"documents: DocumentInfo[]; onDocumentClick: ; docId: string; onSearch: ; query: string, mode; onSearchResultClick: ; nodeId: number, anchorId?",TypeScript interface,Interface defining shape of HomeScreenProps objects
frontend,frontend/src/app/components/HomeScreen.tsx,MediaDemoModal,component,"{ item, onClose, onSearch, onNavigate, }: { item: DemoItem; onClose: (",JSX.Element,React component rendering MediaDemoModal UI
frontend,frontend/src/app/components/HomeScreen.tsx,handleInputChange,function,value: string,,Event handler for InputChange action
frontend,frontend/src/app/components/HomeScreen.tsx,handleResultClick,function,"nodeId: number, anchorId?: string",,Event handler for ResultClick action
frontend,frontend/src/app/components/HomeScreen.tsx,handler,function,e: MouseEvent,,Event handler for r action
frontend,frontend/src/app/components/KnowledgeTreeView.tsx,KnowledgeTreeView,component,"{ docId, tocItems, documents, onLeafClick, onBack, }: KnowledgeTreeViewProps",JSX.Element,React component rendering KnowledgeTreeView UI
frontend,frontend/src/app/components/KnowledgeTreeView.tsx,KnowledgeTreeViewProps,interface,docId: string; tocItems: TocItem[]; documents: DocumentInfo[]; onLeafClick: ; id: string; onBack:,TypeScript interface,Interface defining shape of KnowledgeTreeViewProps objects
frontend,frontend/src/app/components/KnowledgeTreeView.tsx,handleRecenter,function,,,Event handler for Recenter action
frontend,frontend/src/app/components/KnowledgeTreeView.tsx,handleZoomIn,function,,,Event handler for ZoomIn action
frontend,frontend/src/app/components/KnowledgeTreeView.tsx,handleZoomOut,function,,,Event handler for ZoomOut action
frontend,frontend/src/app/components/LeftPanel.tsx,LeftPanel,component,"{ isSidebarOpen, onToggleSidebar, onNotes, onBookmarks, onHelp, onDashboard, onHome, onLogout, onAbbreviations, isAdmin = false, }: LeftPanelProps",JSX.Element,React component rendering LeftPanel UI
frontend,frontend/src/app/components/LeftPanel.tsx,LeftPanelProps,interface,isSidebarOpen: boolean; onToggleSidebar: ; onNotes: ; onBookmarks: ; onHelp: ; onDashboard: ; onHome: ; onLogout:,TypeScript interface,Interface defining shape of LeftPanelProps objects
frontend,frontend/src/app/components/MediaFullscreen.tsx,MediaFullscreen,component,"{ src, title, type, hotspots, onHotspotClick, resolveXref, sourceMediaXmlId, }: MediaFullscreenProps",JSX.Element,React component rendering MediaFullscreen UI
